date,total_wallets_per_cohort_t,weighted_retention_rate,cohort,total_wallets_per_cohort,month_1_retention,month_2_retention,month_3_retention,month_4_retention,month_5_retention,month_6_retention,month_7_retention,month_8_retention,month_9_retention,month_10_retention,month_11_retention,month_12_retention
April 22 2024,5660,0.7815710790975811,2024-04-22 00:00:00.000 UTC,5660,0.9386925795053004,0.8938162544169611,0.8507067137809188,0.8443462897526501,0.8287985865724382,0.8030035335689046,0.7920494699646643,0.7858657243816255,0.7644876325088339,0.7508833922261484,0.7485865724381625,0.7408127208480565
April 15 2024,5147,0.6675534167276931,2024-04-15 00:00:00.000 UTC,5147,0.8902273168836216,0.86458130950068,0.7435399261705848,0.7246939965028172,0.7171167670487663,0.706236642704488,0.6858364095589664,0.6934136390130173,0.6770934524965999,0.6211385272974548,0.6087040994754226,0.5956868078492326
April 08 2024,9092,0.5957717125227024,2024-04-08 00:00:00.000 UTC,9092,0.8934227892652882,0.7866256049274087,0.7613286405631324,0.6824681038275406,0.6604707435107787,0.6593708754949406,0.6251649802023758,0.5940387153541575,0.5732512098548174,0.5574131104267488,0.5240871095468543,0.508688957325121
April 01 2024,10218,0.6230031467847087,2024-04-01 00:00:00.000 UTC,10218,0.9547856723429242,0.813662164807203,0.7470150714425523,0.735173223722842,0.6735173223722842,0.6278136621648072,0.6283029947152085,0.6105891563906831,0.5989430416911333,0.590624388334312,0.5876883930319045,0.5543159130945391
March 25 2024,14679,0.7014468602451434,2024-03-25 00:00:00.000 UTC,14679,0.9544928128619116,0.9218611622045099,0.832141154029566,0.7564547993732543,0.7469854894747598,0.7071326384631106,0.6877852714762586,0.6879896450711901,0.6821309353498195,0.6724572518563935,0.6653041760337898,0.6595135908440629
March 18 2024,6816,0.5575681654026725,2024-03-18 00:00:00.000 UTC,6816,0.943368544600939,0.8993544600938967,0.8556338028169014,0.7348884976525821,0.596830985915493,0.5887617370892019,0.5548708920187794,0.5178990610328639,0.5171654929577465,0.5041079812206573,0.48899647887323944,0.4686032863849765
March 11 2024,4143,0.673808772288135,2024-03-11 00:00:00.000 UTC,4143,0.8100410330678253,0.7726285300506879,0.7518706251508569,0.7410089307265266,0.7253198165580497,0.6920106203234371,0.6731836833212648,0.6613565049481053,0.6560463432295438,0.6507361815109823,0.6466328747284577,0.6396331160994448
March 04 2024,2350,0.6899181669394435,2024-03-04 00:00:00.000 UTC,2350,0.8782978723404256,0.754468085106383,0.7395744680851064,0.7672340425531915,0.7680851063829788,0.7425531914893617,0.6880851063829787,0.6782978723404255,0.656595744680851,0.6459574468085106,0.6651063829787234,0.6595744680851063
February 26 2024,4877,0.6187152673722286,2024-02-26 00:00:00.000 UTC,4877,0.9442280090219397,0.8628255074841091,0.7803977855238876,0.7627639942587656,0.7613286856674185,0.7104777527168341,0.6647529218782038,0.5706376871027271,0.5612056592167316,0.5374205454172647,0.52901373795366,0.5554644248513431
February 19 2024,6182,0.7551410629702444,2024-02-19 00:00:00.000 UTC,6182,0.9671627305079262,0.9335166612746684,0.9000323519896474,0.8366224522808152,0.8089615011323197,0.8322549336784212,0.8259462956971854,0.806858621805241,0.7096408929149143,0.6971853769006794,0.6779359430604982,0.6607893885473957
February 12 2024,10054,0.7051371312859278,2024-02-12 00:00:00.000 UTC,10054,0.9745374975134274,0.9562363238512035,0.9297791923612493,0.882733240501293,0.8070419733439427,0.7479610105430674,0.7365227770041775,0.72657648697036,0.7081758504077978,0.6189576288044559,0.608712950069624,0.586930574895564
February 05 2024,15541,0.8037597818178218,2024-02-05 00:00:00.000 UTC,15541,0.9788301911073933,0.9621645968727881,0.9366192651695515,0.9260665336850911,0.9094652853741716,0.8512322244385818,0.7988546425583939,0.7875297599897046,0.7752396885657293,0.7669390644102696,0.7487935139308924,0.7371469017437745
January 29 2024,13550,0.8135263506481218,2024-01-29 00:00:00.000 UTC,13550,0.9828782287822878,0.9610332103321033,0.9268634686346864,0.9162361623616236,0.9081180811808118,0.8912177121771218,0.8227306273062731,0.7966051660516605,0.7897416974169742,0.7713653136531365,0.7569741697416974,0.7447232472324723
January 22 2024,10394,0.8193755766393827,2024-01-22 00:00:00.000 UTC,10394,0.9788339426592265,0.9520877429286126,0.9402539926880893,0.9312103136424861,0.9196651914566096,0.9113911872233981,0.9010005772561093,0.8192226284394843,0.7722724648835867,0.7539926880892823,0.748123917644795,0.7362901674042717
January 15 2024,5907,0.8350739887052736,2024-01-15 00:00:00.000 UTC,5907,0.9832402234636871,0.968173353648214,0.9558151345860844,0.9456576942610462,0.9370238699847638,0.9243270695784662,0.9155239546300998,0.9014728288471305,0.7951582867783985,0.7580836295920095,0.7392923649906891,0.7370915862535974
January 08 2024,4130,0.8976376730614019,2024-01-08 00:00:00.000 UTC,4130,0.9830508474576272,0.9670702179176756,0.9571428571428572,0.9489104116222761,0.9479418886198547,0.9389830508474576,0.9283292978208233,0.9200968523002422,0.9142857142857143,0.8704600484261501,0.8438256658595642,0.8319612590799031
January 01 2024,2057,0.9007204916295826,2024-01-01 00:00:00.000 UTC,2057,0.9703451628585319,0.966456003889159,0.9606222654350997,0.9518716577540107,0.9450656295576082,0.9333981526494896,0.924161400097229,0.9168692270296548,0.9120077783179388,0.9037433155080213,0.8556149732620321,0.8230432668935342
