granularity_day,holder_class,addresses,token_balance_usd,active_address,balance_tracked,num_month,month_change,total_unique_holders
2024-09-23 00:00:00.000 UTC,Repeat,115176,4.649849924213866e+09,116544,88.25628561562047,40165,-3.370543232449598,315975
2024-09-23 00:00:00.000 UTC,First Time,1368,1.2405491028847488e+07,116544,88.25628561562047,40165,-3.370543232449598,315975
2024-09-16 00:00:00.000 UTC,Repeat,114837,4.009027436968234e+09,116435,87.86890421031124,40165,-3.370543232449598,315975
2024-09-16 00:00:00.000 UTC,First Time,1598,3.30068371060049e+07,116435,87.86890421031124,40165,-3.370543232449598,315975
2024-09-09 00:00:00.000 UTC,Repeat,115724,4.06143929961764e+09,117291,86.94454669934825,40165,-3.370543232449598,315975
2024-09-09 00:00:00.000 UTC,First Time,1567,3.1063894551418565e+07,117291,86.94454669934825,40165,-3.370543232449598,315975
2024-09-02 00:00:00.000 UTC,Repeat,116717,4.2916285436162457e+09,118585,86.51820931198019,40165,-3.370543232449598,315975
2024-09-02 00:00:00.000 UTC,First Time,1868,2.7106743024666287e+07,118585,86.51820931198019,40165,-3.370543232449598,315975
2024-08-26 00:00:00.000 UTC,Repeat,117161,4.548795389526184e+09,119757,85.70562898985469,40165,-3.370543232449598,315975
2024-08-26 00:00:00.000 UTC,First Time,2596,2.905527653301211e+07,119757,85.70562898985469,40165,-3.370543232449598,315975
2024-08-19 00:00:00.000 UTC,First Time,2480,5.456904214994108e+07,119575,83.7898620486021,40165,-3.370543232449598,315975
2024-08-19 00:00:00.000 UTC,Repeat,117095,4.142826353350401e+09,119575,83.7898620486021,40165,-3.370543232449598,315975
2024-08-12 00:00:00.000 UTC,First Time,3591,1.2669862520376858e+08,119901,82.0427893528525,40165,-3.370543232449598,315975
2024-08-12 00:00:00.000 UTC,Repeat,116310,4.11910513327582e+09,119901,82.0427893528525,40165,-3.370543232449598,315975
2024-08-05 00:00:00.000 UTC,Repeat,115762,3.545873099633189e+09,118401,80.51405609647998,40165,-3.370543232449598,315975
2024-08-05 00:00:00.000 UTC,First Time,2639,1.224631281017709e+08,118401,80.51405609647998,40165,-3.370543232449598,315975
2024-07-29 00:00:00.000 UTC,First Time,5171,1.7354359428206262e+08,122117,80.73455356594633,40165,-3.370543232449598,315975
2024-07-29 00:00:00.000 UTC,Repeat,116946,4.890083653333133e+09,122117,80.73455356594633,40165,-3.370543232449598,315975
2024-07-22 00:00:00.000 UTC,First Time,7475,2.368476731078585e+08,123379,80.99370343712586,40165,-3.370543232449598,315975
2024-07-22 00:00:00.000 UTC,Repeat,115904,4.843266617095915e+09,123379,80.99370343712586,40165,-3.370543232449598,315975
2024-07-15 00:00:00.000 UTC,First Time,9844,3.4723096691197014e+08,122212,79.2210959791868,40165,-3.370543232449598,315975
2024-07-15 00:00:00.000 UTC,Repeat,112368,4.654967982494191e+09,122212,79.2210959791868,40165,-3.370543232449598,315975
2024-07-08 00:00:00.000 UTC,Repeat,103821,4.2211567027615805e+09,114783,80.73964972459467,40165,-3.370543232449598,315975
2024-07-08 00:00:00.000 UTC,First Time,10962,1.2292531674703889e+08,114783,80.73964972459467,40165,-3.370543232449598,315975
2024-07-01 00:00:00.000 UTC,Repeat,97447,4.843151210627868e+09,108204,80.56141213021213,40165,-3.370543232449598,315975
2024-07-01 00:00:00.000 UTC,First Time,10757,1.5381977867576948e+08,108204,80.56141213021213,40165,-3.370543232449598,315975
2024-06-24 00:00:00.000 UTC,Repeat,93289,4.597409261922897e+09,102346,76.0454146993118,40165,-3.370543232449598,315975
2024-06-24 00:00:00.000 UTC,First Time,9057,5.481880980191203e+07,102346,76.0454146993118,40165,-3.370543232449598,315975
2024-06-17 00:00:00.000 UTC,Repeat,96193,4.645593016183709e+09,99605,75.71137390776036,40165,-3.370543232449598,315975
2024-06-17 00:00:00.000 UTC,First Time,3412,4.592763525920324e+07,99605,75.71137390776036,40165,-3.370543232449598,315975
2024-06-10 00:00:00.000 UTC,First Time,3032,1.1113395680259852e+08,99653,75.26083496047478,40165,-3.370543232449598,315975
2024-06-10 00:00:00.000 UTC,Repeat,96621,4.68399291874389e+09,99653,75.26083496047478,40165,-3.370543232449598,315975
2024-06-03 00:00:00.000 UTC,Repeat,94190,4.451274844921323e+09,99610,75.03880761369747,40165,-3.370543232449598,315975
2024-06-03 00:00:00.000 UTC,First Time,5420,8.352260428125156e+07,99610,75.03880761369747,40165,-3.370543232449598,315975
2024-05-27 00:00:00.000 UTC,First Time,6380,9.757313965030558e+07,97012,73.76779861807498,40165,-3.370543232449598,315975
2024-05-27 00:00:00.000 UTC,Repeat,90632,4.224203878190983e+09,97012,73.76779861807498,40165,-3.370543232449598,315975
2024-05-20 00:00:00.000 UTC,Repeat,88465,3.718679881920777e+09,90962,71.46380757013267,40165,-3.370543232449598,315975
2024-05-20 00:00:00.000 UTC,First Time,2497,3.619711133649045e+07,90962,71.46380757013267,40165,-3.370543232449598,315975
2024-05-13 00:00:00.000 UTC,First Time,3942,8.64345642251514e+07,91008,71.30994644788969,40165,-3.370543232449598,315975
2024-05-13 00:00:00.000 UTC,Repeat,87066,2.7621037076614757e+09,91008,71.30994644788969,40165,-3.370543232449598,315975
2024-05-06 00:00:00.000 UTC,Repeat,86341,2.718809189054845e+09,90813,71.22514502072794,40165,-3.370543232449598,315975
2024-05-06 00:00:00.000 UTC,First Time,4472,6.448062580526801e+07,90813,71.22514502072794,40165,-3.370543232449598,315975
2024-04-29 00:00:00.000 UTC,Repeat,86978,2.654529738075765e+09,91332,72.58776146125521,40165,-3.370543232449598,315975
2024-04-29 00:00:00.000 UTC,First Time,4354,2.231566058493911e+08,91332,72.58776146125521,40165,-3.370543232449598,315975
2024-04-22 00:00:00.000 UTC,Repeat,88458,2.6794042506800995e+09,93146,73.59150037645567,40165,-3.370543232449598,315975
2024-04-22 00:00:00.000 UTC,First Time,4688,8.192855899666767e+07,93146,73.59150037645567,40165,-3.370543232449598,315975
2024-04-15 00:00:00.000 UTC,Repeat,88303,2.5225840073000836e+09,94991,75.81740076235764,40165,-3.370543232449598,315975
2024-04-15 00:00:00.000 UTC,First Time,6688,1.074227184930693e+08,94991,75.81740076235764,40165,-3.370543232449598,315975
2024-04-08 00:00:00.000 UTC,First Time,7298,1.2230204037891819e+08,92788,76.97463561247562,40165,-3.370543232449598,315975
2024-04-08 00:00:00.000 UTC,Repeat,85490,2.8005212082054114e+09,92788,76.97463561247562,40165,-3.370543232449598,315975
2024-04-01 00:00:00.000 UTC,Repeat,78013,2.4880376427382936e+09,89403,82.09868113209922,40165,-3.370543232449598,315975
2024-04-01 00:00:00.000 UTC,First Time,11390,2.0624880792747635e+08,89403,82.09868113209922,40165,-3.370543232449598,315975
2024-03-25 00:00:00.000 UTC,First Time,11678,9.907512407090056e+07,80967,86.90452520206811,40165,-3.370543232449598,315975
2024-03-25 00:00:00.000 UTC,Repeat,69289,2.4847503536555243e+09,80967,86.90452520206811,40165,-3.370543232449598,315975
2024-03-18 00:00:00.000 UTC,First Time,5725,8.646601221895411e+08,78935,88.21413363512886,40165,-3.370543232449598,315975
2024-03-18 00:00:00.000 UTC,Repeat,73210,1.6249507651164649e+09,78935,88.21413363512886,40165,-3.370543232449598,315975
2024-03-11 00:00:00.000 UTC,First Time,1963,9.022776612705663e+07,78498,83.24014460093284,40165,-3.370543232449598,315975
2024-03-11 00:00:00.000 UTC,Repeat,76535,1.7757778786512554e+09,78498,83.24014460093284,40165,-3.370543232449598,315975
2024-03-04 00:00:00.000 UTC,First Time,2752,9.72186226428212e+07,77987,83.48132117825197,40165,-3.370543232449598,315975
2024-03-04 00:00:00.000 UTC,Repeat,75235,1.4792179712896597e+09,77987,83.48132117825197,40165,-3.370543232449598,315975
2024-02-26 00:00:00.000 UTC,Repeat,70104,1.224973331070002e+09,76387,84.37253088316874,40165,-3.370543232449598,315975
2024-02-26 00:00:00.000 UTC,First Time,6283,7.69915856429407e+07,76387,84.37253088316874,40165,-3.370543232449598,315975
2024-02-19 00:00:00.000 UTC,Repeat,64969,1.0341569195639787e+09,71346,86.20807410043285,40165,-3.370543232449598,315975
2024-02-19 00:00:00.000 UTC,First Time,6377,1.0179238431576817e+08,71346,86.20807410043285,40165,-3.370543232449598,315975
2024-02-12 00:00:00.000 UTC,First Time,13047,1.6671588801190478e+08,66471,86.17660082850053,40165,-3.370543232449598,315975
2024-02-12 00:00:00.000 UTC,Repeat,53424,7.572091131144867e+08,66471,86.17660082850053,40165,-3.370543232449598,315975
2024-02-05 00:00:00.000 UTC,Repeat,38558,4.167425784855612e+08,54263,85.75146511250844,40165,-3.370543232449598,315975
2024-02-05 00:00:00.000 UTC,First Time,15705,1.6930868835027584e+08,54263,85.75146511250844,40165,-3.370543232449598,315975
2024-01-29 00:00:00.000 UTC,Repeat,27255,2.7052397571442205e+08,39193,84.15845485668507,40165,-3.370543232449598,315975
2024-01-29 00:00:00.000 UTC,First Time,11938,1.2522588584419973e+08,39193,84.15845485668507,40165,-3.370543232449598,315975
2024-01-22 00:00:00.000 UTC,First Time,9240,1.1481530989414842e+08,27637,85.47047525359378,40165,-3.370543232449598,315975
2024-01-22 00:00:00.000 UTC,Repeat,18397,1.5258185050653982e+08,27637,85.47047525359378,40165,-3.370543232449598,315975
2024-01-15 00:00:00.000 UTC,Repeat,13570,1.1061199821335794e+08,18530,85.94949393887876,40165,-3.370543232449598,315975
2024-01-15 00:00:00.000 UTC,First Time,4960,4.962945089067358e+07,18530,85.94949393887876,40165,-3.370543232449598,315975
2024-01-08 00:00:00.000 UTC,Repeat,10515,9.016134563908726e+07,13741,83.95225865100025,40165,-3.370543232449598,315975
2024-01-08 00:00:00.000 UTC,First Time,3226,1.067560199716566e+07,13741,83.95225865100025,40165,-3.370543232449598,315975
2024-01-01 00:00:00.000 UTC,First Time,2059,8.492991368804768e+06,10679,84.0358457854222,40165,-3.370543232449598,315975
2024-01-01 00:00:00.000 UTC,Repeat,8620,7.409075164457718e+07,10679,84.0358457854222,40165,-3.370543232449598,315975
2023-12-25 00:00:00.000 UTC,Repeat,5524,6.367567544083786e+07,8820,88.97903643452355,40165,-3.370543232449598,315975
2023-12-25 00:00:00.000 UTC,First Time,3296,1.2801561472370023e+07,8820,88.97903643452355,40165,-3.370543232449598,315975
2023-12-18 00:00:00.000 UTC,Repeat,3583,5.442554934513177e+07,5707,93.23633506050278,40165,-3.370543232449598,315975
2023-12-18 00:00:00.000 UTC,First Time,2124,9.35440050004317e+06,5707,93.23633506050278,40165,-3.370543232449598,315975
2023-12-11 00:00:00.000 UTC,Repeat,2527,4.618396569510467e+07,3704,95.46358236270132,40165,-3.370543232449598,315975
2023-12-11 00:00:00.000 UTC,First Time,1177,6.445560327091805e+06,3704,95.46358236270132,40165,-3.370543232449598,315975
2023-12-04 00:00:00.000 UTC,First Time,825,3.6098871693696394e+06,2650,95.35970783058862,40165,-3.370543232449598,315975
2023-12-04 00:00:00.000 UTC,Repeat,1825,3.920272895361563e+07,2650,95.35970783058862,40165,-3.370543232449598,315975
2023-11-27 00:00:00.000 UTC,First Time,1853,2.86511126340471e+07,1853,99.91758923834864,40165,-3.370543232449598,315975
