day,block_day,daily_apr,apr_padding_high,avg_7day_apr,avg_30day_apr,apr_padding_low,all_time_apr,oracle_rate,dex_rate,pad_high,nav_ratio,constant_one,pad_low,premium_or_discount,premium_or_discount_perc,premium_or_discount_bips,avg_7day_apr_cnt,avg_30day_apr_cnt,premium_or_discount_perc_cnt,buffer_eth,pending_withdrawals,cum_withdraw,cum_deposit,cum_netflow,withdraw,deposit,daily_netflow,withdrawers,depositors,first_time_deposits,repeat_deposits,first_time_depositors,repeat_depositors
2025-10-25 00:00:00.000 UTC,2025-10-25 00:00:00,0.024300265739802995,0.04,0.02511740853950161,0.026208807262885426,0.02,0,1.079976921931404,1.0794258808716017,1.01,0.9994897658935001,1,0.95,-0.0005510410598021931,-0.0005102341064999102,-5.102341064999102,2.511740853950161,2.6208807262885427,-0.05102341064999102,52015.451866893505,29515.787605643083,-3.759112125494737e+06,6.457323488113064e+06,2.6982113626183243e+06,-1410.26316518983,430.0314226223005,-980.2317425675295,39,23,73.86929901571334,356.1621236065871,7,16
2025-10-24 00:00:00.000 UTC,2025-10-24 00:00:00,0.0245737693441125,0.04,0.02527544511569168,0.026242276495107877,0.02,0,1.0799002134134812,1.0789790016230483,1.01,0.9991469473021761,1,0.95,-0.0009212117904329187,-0.0008530526978238474,-8.530526978238475,2.5275445115691677,2.6242276495107877,-0.08530526978238474,53034.298175728814,28583.57907801717,-3.7577018623295473e+06,6.456893456690442e+06,2.6991915943608917e+06,-5949.030534171099,1042.7696702797045,-4906.260863891394,28,29,960.732852353624,82.03681792608079,15,14
2025-10-23 00:00:00.000 UTC,2025-10-23 00:00:00,0.02462293058726675,0.04,0.025340037307604917,0.02624733669351461,0.02,0,1.0798225865214326,1.0788720697989909,1.01,0.9991197473230267,1,0.95,-0.0009505167224417299,-0.0008802526769733055,-8.802526769733056,2.5340037307604915,2.624733669351461,-0.08802526769733056,57958.472260410126,32088.963383463444,-3.7517528317953763e+06,6.455850687020162e+06,2.704097855224783e+06,-5102.080981254574,8076.035898889393,2973.954917634819,37,25,48.962074905572855,8027.073823983819,15,10
2025-10-22 00:00:00.000 UTC,2025-10-22 00:00:00,0.026857310167851634,0.04,0.025800508565435594,0.026242592375021922,0.02,0,1.0797449313254694,1.078796739059983,1.01,0.9991218367986943,1,0.95,-0.0009481922654863695,-0.0008781632013056927,-8.781632013056926,2.5800508565435596,2.624259237502192,-0.08781632013056927,63008.14942692098,33291.63109287912,-3.7466507508141217e+06,6.447774651121273e+06,2.701123900307148e+06,-2143.1027790385906,1113.0632478009468,-1030.0395312376438,35,22,33.02671334912818,1080.0365344518186,9,13
2025-10-21 00:00:00.000 UTC,2025-10-21 00:00:00,0.026890720194726665,0.04,0.02572671840017832,0.026248222242439324,0.02,0,1.0796888120428372,1.0787600473960473,1.01,0.9991397848746505,1,0.95,-0.0009287646467899258,-0.0008602151253495406,-8.602151253495407,2.572671840017832,2.6248222242439323,-0.08602151253495406,65085.70006272594,29992.95287013032,-3.744507648035083e+06,6.446661587873472e+06,2.7021539398383857e+06,-834.6005173922534,20429.326964443684,19594.72644705143,48,32,777.5424743427435,19651.78449010094,17,15
2025-10-20 00:00:00.000 UTC,2025-10-20 00:00:00,0.025068801624649768,0.04,0.025551691217906302,0.026169800312106285,0.02,0,1.0796036954798591,1.0789075279755795,1.01,0.9993551638372541,1,0.95,-0.0006961675042795878,-0.0006448361627459577,-6.448361627459577,2.5551691217906303,2.6169800312106286,-0.06448361627459577,45558.308083854674,20814.779876260443,-3.743673047517691e+06,6.426232260909028e+06,2.6825592133913343e+06,-2040.89499834546,195.89807953092372,-1844.9969188145362,50,20,3.063484266956858,192.83459526396686,7,13
2025-10-19 00:00:00.000 UTC,2025-10-19 00:00:00,0.024057489956687817,0.04,0.02555975135061346,0.026144916734133973,0.02,0,1.0795246296422925,1.0787879181976654,1.01,0.9993175593919787,1,0.95,-0.0007367114446270584,-0.0006824406080213034,-6.824406080213034,2.555975135061346,2.614491673413397,-0.06824406080213034,47420.536071644055,21005.56468942643,-3.7416321525193453e+06,6.426036362829497e+06,2.684404210310149e+06,-5644.60426375566,478.98488709981166,-5165.619376655848,37,30,12.903749339491647,466.08113776032,15,15
2025-10-18 00:00:00.000 UTC,2025-10-18 00:00:00,0.025353483704654865,0.04,0.02630730367020546,0.02619394962114228,0.02,0,1.0794485907922748,1.0786905447706843,1.01,0.9992977469904016,1,0.95,-0.0007580460215905749,-0.000702253009598352,-7.02253009598352,2.630730367020546,2.619394962114228,-0.0702253009598352,52104.30772102568,25181.654616754255,-3.73598754825559e+06,6.425557377942397e+06,2.6895698296868047e+06,-827.581535886209,88.79506258890999,-738.786473297299,21,24,39.965994006152286,48.82906858275772,13,11
2025-10-17 00:00:00.000 UTC,2025-10-17 00:00:00,0.024832532183876398,0.04,0.028815332831400108,0.02618615838119085,0.02,0,1.0793687323467724,1.0788732026267003,1.01,0.999540907842499,1,0.95,-0.0004955297200721631,-0.0004590921575009666,-4.590921575009666,2.8815332831400107,2.618615838119085,-0.04590921575009666,52875.3391455673,25987.012188295004,-3.7351599667197037e+06,6.425468582879809e+06,2.690308616160102e+06,-302.2422940262335,764.0276384997783,461.7853444735448,43,29,4.8607918369181276,759.1668466628602,9,20
2025-10-16 00:00:00.000 UTC,2025-10-16 00:00:00,0.02753024255412193,0.04,0.028991891574455406,0.02615739456317402,0.02,0,1.0793173410993717,1.0789804367942493,1.01,0.9996878542646417,1,0.95,-0.00033690430512245406,-0.0003121457353583237,-3.121457353583237,2.8991891574455404,2.6157394563174017,-0.03121457353583237,52429.64650943762,21555.487724858678,-3.7348577244256777e+06,6.424704555241309e+06,2.6898468308156286e+06,-108.3014944115886,2217.565553433349,2109.2640590217607,39,24,2109.0466379326867,108.51891550066179,10,14
2025-10-15 00:00:00.000 UTC,2025-10-15 00:00:00,0.026005483295604197,0.04,0.028588327551915753,0.026147826725256746,0.02,0,1.079230366073665,1.0787364794345768,1.01,0.9995423714393017,1,0.95,-0.0004938866390882257,-0.0004576285606983324,-4.576285606983324,2.858832755191575,2.6147826725256746,-0.04576285606983324,50338.31450044504,15048.913017602003,-3.734749422931266e+06,6.422486989687876e+06,2.687737566756607e+06,-925.2941384197248,1076.5854926929555,151.2913542732307,42,22,4.998478500874563,1071.5870141920814,7,15
2025-10-14 00:00:00.000 UTC,2025-10-14 00:00:00,0.025729488773224892,0.04,0.028294539446032343,0.026092526115583357,0.02,0,1.0791483959285428,1.0784980437396678,1.01,0.9993973468418906,1,0.95,-0.0006503521888749919,-0.0006026531581093652,-6.026531581093652,2.8294539446032343,2.6092526115583357,-0.06026531581093652,50968.366178935,15241.822841012798,-3.733824128792846e+06,6.421410404195183e+06,2.6875862754023336e+06,-7158.126755268964,32971.05462193535,25812.927866666385,67,35,26410.363369992672,6560.691251942671,18,17
2025-10-13 00:00:00.000 UTC,2025-10-13 00:00:00,0.02512252173554583,0.04,0.028644404936330924,0.026038492901107557,0.02,0,1.0790671328003227,1.0782968457386914,1.01,0.9992861546439356,1,0.95,-0.0007702870616312918,-0.0007138453560644502,-7.138453560644502,2.8644404936330923,2.6038492901107557,-0.07138453560644502,31173.45218498045,16008.648136702397,-3.7266660020375773e+06,6.388439349573248e+06,2.661773347535667e+06,-3137.4056391769022,567.0973125715439,-2570.308326605358,33,36,94.04531356408614,473.0519990074577,20,16
2025-10-12 00:00:00.000 UTC,2025-10-12 00:00:00,0.030394851777155594,0.04,0.028635156433062046,0.026032733375189954,0.02,0,1.078987926610457,1.0784172375245595,1.01,0.9994710885341506,1,0.95,-0.0005706890858974134,-0.0005289114658494665,-5.289114658494665,2.863515643306205,2.6032733375189956,-0.05289114658494665,34045.55422896643,11022.39487151183,-3.7235285963984006e+06,6.387872252260677e+06,2.6643436558622723e+06,-1858.8395122724892,522.1784945080273,-1336.661017764462,29,33,367.7799511420074,154.39854336601982,21,12
2025-10-11 00:00:00.000 UTC,2025-10-11 00:00:00,0.04150902089718833,0.04,0.02827843152546439,0.025883134818734558,0.02,0,1.0789240237486104,1.0782959823349878,1.01,0.9994179002415383,1,0.95,-0.0006280414136226042,-0.0005820997584617117,-5.820997584617118,2.827843152546439,2.5883134818734557,-0.05820997584617117,35396.213272863286,11953.709039311783,-3.7216697568861283e+06,6.387350073766168e+06,2.6656803168800366e+06,-23.756362989473317,534.6261287788697,510.86976578939635,35,46,79.07467873416584,455.55145004470387,17,29
2025-10-10 00:00:00.000 UTC,2025-10-10 00:00:00,0.027403826369736265,0.04,0.02585437175210525,0.02541445978955802,0.02,0,1.0787962105491695,1.0782315327253458,1.01,0.9994765667340115,1,0.95,-0.0005646778238237449,-0.0005234332659884774,-5.234332659884774,2.585437175210525,2.541445978955802,-0.05234332659884774,34915.7644654084,11919.006566146585,-3.721646000523139e+06,6.386815447637389e+06,2.6651694471142474e+06,-502.2267044085359,3547.6010171071102,3045.374312698574,18,33,2562.422262073561,985.1787550335496,16,17
2025-10-09 00:00:00.000 UTC,2025-10-09 00:00:00,0.024843892814547217,0.04,0.025489169952135918,0.025336413021932038,0.02,0,1.078707978305695,1.0780992910630993,1.01,0.9994357256506513,1,0.95,-0.0006086872425956624,-0.0005642743493486673,-5.642743493486673,2.5489169952135917,2.5336413021932036,-0.05642743493486673,32085.63480951944,11864.570972307882,-3.7211437738187304e+06,6.383267846620282e+06,2.662124072801549e+06,-4281.576804498886,9627.706779387863,5346.129974888977,31,31,118.42110724962434,9509.28567213824,14,17
2025-10-08 00:00:00.000 UTC,2025-10-08 00:00:00,0.024096850641009342,0.04,0.025421451553692,0.025355871138142767,0.02,0,1.078629564425359,1.078163575588568,1.01,0.9995679806560472,1,0.95,-0.00046598883679105363,-0.0004320193439527218,-4.320193439527218,2.5421451553692,2.5355871138142767,-0.04320193439527218,26757.574868178584,14939.907808966242,-3.7168621970142317e+06,6.373640139840894e+06,2.65677794282666e+06,-2428.2059515785368,288.09555994047844,-2140.1103916380584,37,41,52.89781126797643,235.197748672502,21,20
2025-10-07 00:00:00.000 UTC,2025-10-07 00:00:00,0.028053541186472374,0.04,0.025519736091051966,0.025335559094359205,0.02,0,1.0785527424395536,1.0782138404731842,1.01,0.9996857808125333,1,0.95,-0.00033890196636932046,-0.00031421918746668423,-3.142191874666842,2.5519736091051968,2.5335559094359206,-0.03142191874666842,28915.072432056764,17185.59775135736,-3.7144339910626533e+06,6.373352044280954e+06,2.658918053218298e+06,-1640.3206150073977,750.7826505508442,-889.5379644565535,30,50,1.0315649644357803,749.7510855864083,17,33
2025-10-06 00:00:00.000 UTC,2025-10-06 00:00:00,0.02329077093114969,0.04,0.025326339161195897,0.025204876914047967,0.02,0,1.0784654088346142,1.077796649438609,1.01,0.9993798972219908,1,0.95,-0.0006687593960050808,-0.0006201027780091156,-6.201027780091155,2.5326339161195897,2.5204876914047967,-0.062010277800911555,29949.832392719138,16851.212767663586,-3.7127936704476457e+06,6.372601261630403e+06,2.659807591182755e+06,-3532.021876170512,205.53810818818855,-3326.483767982323,56,40,127.74475489104164,77.79335329714698,28,12
2025-10-05 00:00:00.000 UTC,2025-10-05 00:00:00,0.02742565132900804,0.04,0.025464581529680192,0.025308734593155458,0.02,0,1.0784163883408637,1.0780760133293854,1.01,0.999684375149378,1,0.95,-0.00034037501147832216,-0.0003156248506219261,-3.1562485062192613,2.546458152968019,2.5308734593155457,-0.03156248506219261,33288.019956695134,18227.701082405623,-3.7092616485714754e+06,6.372395723522215e+06,2.663134074950737e+06,-605.4047940253065,616.3168392392505,10.912045213943998,40,38,70.80763446793216,545.5092047713183,17,21
2025-10-04 00:00:00.000 UTC,2025-10-04 00:00:00,0.02499487786917922,0.04,0.02527532217418112,0.025247421140914536,0.02,0,1.0783301086094887,1.0780021685312753,1.01,0.9996958815527869,1,0.95,-0.00032794007821346227,-0.00030411844721311027,-3.041184472131103,2.527532217418112,2.5247421140914534,-0.03041184472131103,33812.212478756905,18335.8659828695,-3.70865624377745e+06,6.371779406682976e+06,2.663123162905523e+06,-22830.9155237103,1788.6965606240142,-21042.218963086285,52,36,1378.093732369472,410.6028282545418,17,19
2025-10-03 00:00:00.000 UTC,2025-10-03 00:00:00,0.025004997909884637,0.04,0.025510803802665766,0.025247286458266842,0.02,0,1.0782513791588422,1.077778754830088,1.01,0.9995616751919919,1,0.95,-0.0004726243287542786,-0.00043832480800810934,-4.383248080081093,2.5510803802665767,2.524728645826684,-0.04383248080081093,55150.3553822058,40710.24127213903,-3.68582532825374e+06,6.369990710122352e+06,2.684165381868609e+06,-3339.7570471224326,196.58936647867426,-3143.167680643758,59,35,43.380068630663885,153.20929784801044,15,20
2025-10-02 00:00:00.000 UTC,2025-10-02 00:00:00,0.024390793141385272,0.04,0.025388500505243272,0.025252342667173477,0.02,0,1.0781723671373986,1.0775899909826971,1.01,0.9994598487473318,1,0.95,-0.0005823761547014694,-0.0005401512526681676,-5.401512526681676,2.538850050524327,2.5252342667173475,-0.05401512526681676,58310.98080424803,41663.74230298982,-3.6824855712066176e+06,6.369794120755873e+06,2.687308549549253e+06,-7012.115355689269,179.8822267514583,-6832.233128937811,62,26,87.48896203382756,92.39326471763073,15,11
2025-10-01 00:00:00.000 UTC,2025-10-01 00:00:00,0.024348333462787027,0.04,0.02551739080362291,0.025312561154316116,0.02,0,1.0780955915707549,1.0771654041208276,1.01,0.9991371939026558,1,0.95,-0.0009301874499272333,-0.0008628060973442776,-8.628060973442777,2.551739080362291,2.5312561154316118,-0.08628060973442776,65161.83014114036,45798.80771867824,-3.6754734558509286e+06,6.3696142385291215e+06,2.694140782678191e+06,-114.29125485935529,1225.9781345323445,1111.686879672989,48,29,14.610099890125284,1211.3680346422193,14,15
2025-09-30 00:00:00.000 UTC,2025-09-30 00:00:00,0.026781317380837624,0.04,0.025513976153821543,0.025350866756990015,0.02,0,1.0780444827361302,1.0772624538159306,1.01,0.9992745856662475,1,0.95,-0.0007820289201996289,-0.0007254143337525376,-7.254143337525376,2.5513976153821543,2.5350866756990014,-0.07254143337525376,62013.41921645668,44648.122372799626,-3.675359164596069e+06,6.368388260394589e+06,2.693029095798518e+06,-1353.0404209680112,2329.2061476051595,976.1657266371483,50,22,211.4895415448463,2117.7166060603136,11,11
2025-09-29 00:00:00.000 UTC,2025-09-29 00:00:00,0.024966347525990164,0.04,0.02512282262703887,0.025308727641072684,0.02,0,1.0779591605080336,1.0769016157406979,1.01,0.9990189380024032,1,0.95,-0.0010575447673357719,-0.0009810619975967915,-9.810619975967914,2.512282262703887,2.5308727641072686,-0.09810619975967914,61055.82792041975,44411.90956119086,-3.674006124175101e+06,6.3660590542469835e+06,2.692052930071881e+06,-5724.392389513873,776.3761903745971,-4948.016199139276,48,27,689.5815632133055,86.79462716129161,16,11
2025-09-28 00:00:00.000 UTC,2025-09-28 00:00:00,0.026562456253268422,0.04,0.0254175393723525,0.025299010222032507,0.02,0,1.0778675647420581,1.0766577575968883,1.01,0.9988775920300939,1,0.95,-0.0012098071451698278,-0.001122407969906158,-11.22407969906158,2.54175393723525,2.5299010222032505,-0.1122407969906158,66637.28921773891,30321.39214277313,-3.668281731785587e+06,6.365282678056609e+06,2.6970009462710205e+06,-1891.1539514280817,331.0977303720321,-1560.0562210560495,59,23,224.24876966210883,106.84896070992323,10,13
2025-09-27 00:00:00.000 UTC,2025-09-27 00:00:00,0.026561571193179083,0.04,0.02519190900426096,0.02535283777709272,0.02,0,1.0778119292779595,1.076596613914622,1.01,0.9988724235366816,1,0.95,-0.0012153153633376323,-0.0011275764633184085,-11.275764633184085,2.519190900426096,2.535283777709272,-0.11275764633184085,65616.74255324641,27071.498954971485,-3.666390577834159e+06,6.364951580326237e+06,2.6985610024920767e+06,-7502.750062884689,188.58914144910247,-7314.160921435587,72,32,32.826985000354796,155.76215644874762,13,19
2025-09-26 00:00:00.000 UTC,2025-09-26 00:00:00,0.024250297638129716,0.04,0.024870884180546598,0.025300598464998877,0.02,0,1.0777309850228638,1.07670967118633,1.01,0.9990523480806185,1,0.95,-0.0010213138365338104,-0.0009476519193814803,-9.476519193814802,2.4870884180546597,2.5300598464998876,-0.09476519193814803,72948.83870277235,31443.333220313034,-3.6588878277712744e+06,6.364762991184788e+06,2.7058751634135125e+06,-3568.3594204769342,1411.0549939264456,-2157.3044265504886,53,35,1271.1583296091671,139.89666431727846,16,19
2025-09-25 00:00:00.000 UTC,2025-09-25 00:00:00,0.025226016819605988,0.04,0.025051510751261732,0.02532378286823887,0.02,0,1.0776520279998467,1.0766733973314684,1.01,0.9990918862091368,1,0.95,-0.000978630668378333,-0.0009081137908631785,-9.081137908631785,2.5051510751261734,2.532378286823887,-0.09081137908631785,66442.51710265045,27206.23813531229,-3.6553194683507974e+06,6.363351936190861e+06,2.708032467840063e+06,-2087.922853460073,1835.6150985338027,-252.30775492627026,59,25,219.5090208789331,1616.1060776548698,10,15
2025-09-24 00:00:00.000 UTC,2025-09-24 00:00:00,0.02470824763799525,0.04,0.025038248359585298,0.02533740066841865,0.02,0,1.0775737892577457,1.0763869945885485,1.01,0.9988986418554086,1,0.95,-0.0011867946691972442,-0.0011013581445914085,-11.013581445914085,2.50382483595853,2.533740066841865,-0.11013581445914085,66816.86462847282,24914.07480774019,-3.6532315454973374e+06,6.361516321092327e+06,2.7082847755949893e+06,-8634.679623018394,6698.727354270432,-1935.9522687479612,57,23,3812.0422,2886.685154270432,11,12
2025-09-23 00:00:00.000 UTC,2025-09-23 00:00:00,0.023643748247057592,0.04,0.02494262168481644,0.025406289594454744,0.02,0,1.077496300797134,1.0765788343741478,1.01,0.9991485201180668,1,0.95,-0.0009174664229862906,-0.0008514798819332808,-8.514798819332809,2.494262168481644,2.5406289594454745,-0.08514798819332808,65063.705311212376,32833.8159279206,-3.644596865874319e+06,6.354817593738057e+06,2.7102207278637374e+06,-2676.947301792008,756.9631876156798,-1919.9841141763284,49,30,632.0662200631351,124.89696755254458,17,13
2025-09-22 00:00:00.000 UTC,2025-09-22 00:00:00,0.026779748042479803,0.04,0.02542151626252666,0.0253944473299545,0.02,0,1.077446630603393,1.076542036997685,1.01,0.9991604283868786,1,0.95,-0.0009045936057079373,-0.0008395716131214274,-8.395716131214275,2.5421516262526658,2.5394447329954497,-0.08395716131214274,66995.25685216568,29949.976450293838,-3.641919918572527e+06,6.354060630550441e+06,2.7121407119779135e+06,-2764.9979224548597,2319.2004173487585,-445.7975051061012,69,25,12.6582974373207,2306.5421199114376,9,16
2025-09-21 00:00:00.000 UTC,2025-09-21 00:00:00,0.024662498803238942,0.04,0.025067122146442477,0.025498415698260432,0.02,0,1.0773609215845121,1.07595679534959,1.01,0.9986966983795393,1,0.95,-0.0014041262349220318,-0.0013033016204606108,-13.033016204606106,2.5067122146442475,2.549841569826043,-0.13033016204606107,44641.8649282955,32617.35595667015,-3.639154920650072e+06,6.351741430133092e+06,2.71258650948302e+06,-479.0319144364408,136.4675698786219,-342.5643445578189,73,30,112.95466374977869,23.512906128843202,20,10
2025-09-20 00:00:00.000 UTC,2025-09-20 00:00:00,0.02437436242022799,0.04,0.024998971050654545,0.02556855519335761,0.02,0,1.0772846836463539,1.0748029469697111,1.01,0.9976963037585918,1,0.95,-0.002481736676642754,-0.002303696241408225,-23.03696241408225,2.4998971050654544,2.556855519335761,-0.23036962414082252,45084.13692934547,31407.271472853146,-3.6386758887356357e+06,6.351604962563214e+06,2.7129290738275778e+06,-138.3209157677261,30187.20742484772,30048.88650907999,59,20,2.8240778008892686,30184.383347046827,10,10
