timestamp,daily_apr,avg_7day_apr,avg_30day_apr,all_time_apr,oracle_rate,dex_rate,nav_ratio,premium_or_discount,premium_or_discount_perc,cum_withdraw,cum_deposit,cum_netflow,withdraw,deposit,daily_netflow,withdrawers,depositors,first_time_deposits,repeat_deposits,first_time_depositors,repeat_depositors,addresses,token_balance_usd,active_address,balance_tracked,num_month,month_change,total_unique_holders,holder_weighted_retention_rate,holder_month_1_retention,holder_month_2_retention,holder_month_3_retention,holder_month_4_retention,holder_month_5_retention,holder_month_6_retention,holder_month_12_retention,deposit_weighted_retention_rate,deposit_week_1_retention,deposit_week_2_retention,deposit_week_3_retention,deposit_week_4_retention,deposit_week_8_retention,deposit_week_12_retention,liquid_weighted_retention_rate,liquid_week_1_retention,liquid_week_2_retention,liquid_week_3_retention,liquid_week_4_retention,liquid_week_8_retention,liquid_week_12_retention,future_apr_change,future_apr_change_pct,target_label
2025-07-31 00:00:00+00:00,0.026785879064019757,0.025133791980853,0.025906722843788355,0,1.0734291760847188,1.0715033226123922,0.9982058867830005,-0.0019258534723265441,-0.001794113216999562,-3226804.3745183,6165556.275293224,2938751.9007749213,-4130.960912970359,12445.861193765948,8314.90028079559,81,60,10263.03355982616,2182.8276339397903,27,33,69635,7562923349.345387,139270,130.95960206948592,40165,-3.370543232449598,315975,0.5812322443181818,0.908203125,0.787109375,0.7578125,0.73046875,0.681640625,0.638671875,0.0,0.9154515843450728,0.9687863625704214,0.964896415511633,0.9532820869138964,0.9533915260313138,0.9133213329784766,0.8885688711716796,0.4337854369172313,0.7363901745493467,0.7046764861426927,0.6989852608729964,0.698428428122537,0.422133483600311,0.3395712787680893,0.0003672374970764003,0.014611304866220066,1
2025-08-01 00:00:00+00:00,0.026844889308722638,0.0255010294779294,0.025863915743106505,0,1.0735118304480815,1.0716422593473631,0.9982584531928838,-0.0018695711007183924,-0.0017415468071162639,-3244574.832852105,6176662.347001924,2932087.514149817,-17770.458333805316,11106.071708701067,-6664.386625104247,67,68,1232.6416235422598,9873.430085158809,32,36,69635,7562923349.345387,139270,130.95960206948592,40165,-3.370543232449598,315975,0.5812322443181818,0.908203125,0.787109375,0.7578125,0.73046875,0.681640625,0.638671875,0.0,0.9154515843450728,0.9687863625704214,0.964896415511633,0.9532820869138964,0.9533915260313138,0.9133213329784766,0.8885688711716796,0.4337854369172313,0.7363901745493467,0.7046764861426927,0.6989852608729964,0.698428428122537,0.422133483600311,0.3395712787680893,-0.00030961486324889917,-0.012141269179617406,0
2025-08-02 00:00:00+00:00,0.024323274494664898,0.0251914146146805,0.02586531737471809,0,1.0735896080111937,1.0716016127621877,0.998148272641453,-0.001987995249006058,-0.0018517273585469825,-3246657.1751069184,6178462.412998269,2931805.2378913495,-2082.342254813162,1800.0659963452888,-282.2762584678733,60,64,701.4100086118318,1098.6559877334569,25,39,69635,7562923349.345387,139270,130.95960206948592,40165,-3.370543232449598,315975,0.5812322443181818,0.908203125,0.787109375,0.7578125,0.73046875,0.681640625,0.638671875,0.0,0.9154515843450728,0.9687863625704214,0.964896415511633,0.9532820869138964,0.9533915260313138,0.9133213329784766,0.8885688711716796,0.4337854369172313,0.7363901745493467,0.7046764861426927,0.6989852608729964,0.698428428122537,0.422133483600311,0.3395712787680893,0.00033755289906150024,0.013399521393482546,1
2025-08-03 00:00:00+00:00,0.027433820393787237,0.025528967513742,0.025928864295376882,0,1.0736754779941722,1.0716419373438417,0.9981060006566141,-0.0020335406503304565,-0.0018939993433858553,-3247348.749099945,6180184.240134946,2932835.491035,-691.5739930265446,1721.8271366770884,1030.2531436505435,46,57,411.0373424390148,1310.789794238073,29,28,69635,7562923349.345387,139270,130.95960206948592,40165,-3.370543232449598,315975,0.5812322443181818,0.908203125,0.787109375,0.7578125,0.73046875,0.681640625,0.638671875,0.0,0.9154515843450728,0.9687863625704214,0.964896415511633,0.9532820869138964,0.9533915260313138,0.9133213329784766,0.8885688711716796,0.4337854369172313,0.7363901745493467,0.7046764861426927,0.6989852608729964,0.698428428122537,0.422133483600311,0.3395712787680893,7.699852880600072e-05,0.003016123890030145,1
2025-08-04 00:00:00+00:00,0.024260531092030337,0.025605966042548,0.025974154909783432,0,1.0737264042886672,1.07165037623932,0.9980665204459392,-0.002076028049347256,-0.0019334795540607045,-3251682.4601990418,6197134.784850797,2945452.3246517535,-4333.711099096614,16950.544715850294,12616.83361675368,67,73,257.9346812636603,16692.610034586636,27,46,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,-0.000333720458282602,-0.013032918099167881,0
2025-08-05 00:00:00+00:00,0.024385048526187687,0.0252722455842654,0.025945062522599253,0,1.073803259183197,1.0718394670484739,0.9981711806907563,-0.0019637921347230858,-0.0018288193092437352,-3268328.981961878,6202300.821804725,2933971.839842845,-16646.521762836117,5166.036953927762,-11480.484808908355,57,60,1392.6348087924375,3773.402145135324,34,26,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,0.0004017498651572998,0.01589688038673662,1
2025-08-06 00:00:00+00:00,0.02523378901377972,0.0256739954494227,0.025967552247379233,0,1.0738821761313957,1.0716818885279327,0.9979510903036035,-0.0022002876034630248,-0.002048909696396532,-3269663.994257123,6205783.729634158,2936119.7353770337,-1335.012295245256,3482.9078294338633,2147.8955341886076,42,74,1104.0694722466646,2378.8383571871987,42,32,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,-0.0003767406899255997,-0.014674018723255286,0
2025-08-07 00:00:00+00:00,0.023768035644381937,0.0252972547594971,0.025957123127049612,0,1.0739317674177746,1.0718592480683535,0.9980701573300096,-0.002072519349421098,-0.0019298426699904656,-3296356.4300587447,6210239.763154928,2913883.3330961815,-26692.43580162135,4456.03352076895,-22236.4022808524,42,71,103.57172569375814,4352.461795075194,28,43,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,-7.866839733298991e-06,-0.00031097602518888426,0
2025-08-08 00:00:00+00:00,0.026559622195924983,0.0252893879197638,0.025989182520423718,0,1.074028570544517,1.0723214630033155,0.9984105566760334,-0.0017071075412014025,-0.0015894433239666275,-3300486.1716418024,6213269.839762733,2912783.66812093,-4129.741583057531,3030.076607805897,-1099.664975251634,110,72,302.1274945625841,2727.949113243313,31,41,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,0.00022060734609969865,0.008723316942253583,1
2025-08-09 00:00:00+00:00,0.025762739606079988,0.0255099952658635,0.02594147045825466,0,1.0741014830958364,1.0724278111225582,0.9984417934435262,-0.001673671973278168,-0.001558206556473803,-3322954.317245399,6235701.700727405,2912747.383482005,-22468.1456035967,22431.86096467191,-36.28463892478976,129,58,204.39555329570405,22227.46541137621,22,36,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,-0.0004753231592452001,-0.018632820362819096,0
2025-08-10 00:00:00+00:00,0.024389084818951752,0.0250346721066183,0.025816415205166254,0,1.0741779987728906,1.0724660347950283,0.9984062567099513,-0.0017119639778622187,-0.0015937432900486848,-3331442.7316288888,6236290.606252191,2904847.874623301,-8488.414383489455,588.9055247853059,-7899.508858704149,61,43,92.32935530573948,496.5761694795665,16,27,68693,7472383414.213198,137386,134.45840828277983,40165,-3.370543232449598,315975,0.3970003060912151,0.9292929292929292,0.8740740740740741,0.7265993265993266,0.5811447811447812,0.432996632996633,0.3696969696969697,0.0,0.7211262295048531,0.9347493330081544,0.8764172049181976,0.9298166254710988,0.8569154480111096,0.6642177570754934,0.0,0.2349216602510069,0.9325435353508924,0.9029323593712426,0.82003290836542,0.3230578021008218,0.1522972502634871,0.0,2.1650554591502724e-05,0.0008648227745622867,1
2025-08-11 00:00:00+00:00,0.024658488697075178,0.0250563226612098,0.02579207276608403,0,1.0742553248434954,1.0724185953947714,0.9982902300726397,-0.0018367294487240393,-0.0017097699273602633,-3353195.3349594385,6248543.409101366,2895348.074141926,-21752.60333054984,12252.802849174968,-9499.800481374874,100,37,29.65278519148129,12223.150063983489,15,22,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.00017116154403950049,0.00683107199543208,1
2025-08-12 00:00:00+00:00,0.025526933974909762,0.0252274842052493,0.025816053262129008,0,1.0743368617473281,1.0722104608789889,0.9980207317238646,-0.002126400868339262,-0.0019792682761353183,-3356226.7698024753,6250408.118758802,2894181.3489563256,-3031.4348430370137,1864.7096574363495,-1166.7251856006642,80,45,1328.5854929829106,536.1241644534391,25,20,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.0005709992141235999,0.022634013343462413,1
2025-08-13 00:00:00+00:00,0.02908707400959606,0.0257984834193729,0.02592325882908201,0,1.0744280650396623,1.0719580859708278,0.997701121974375,-0.0024699790688345047,-0.002298878025625034,-3373977.0514023043,6250964.07205571,2876987.0206534043,-17750.281599828904,555.9532969075091,-17194.328302921396,127,42,84.44555570414595,471.50774120336314,23,19,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.00014582266567339866,0.005652373564094693,1
2025-08-14 00:00:00+00:00,0.02525285248908853,0.0259443060850463,0.025898576208724496,0,1.0744812973522342,1.0718066861443742,0.997510788494457,-0.002674611207859945,-0.0024892115055429945,-3376374.1244894187,6251374.217290385,2875000.0928009655,-2397.0730871143064,410.1452346753623,-1986.927852438944,56,29,34.859768269299,375.2854664060633,17,12,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.0002778101257213013,0.01070794203593769,1
2025-08-15 00:00:00+00:00,0.02849475048930927,0.0262221162107676,0.025939990573177852,0,1.0745705855082817,1.0719996404809422,0.9976074675205041,-0.002570945027339455,-0.0023925324794958677,-3381893.9114325345,6257840.765838238,2875946.8544057035,-5519.786943115532,6466.548547853523,946.7616047379906,60,144,2178.8012808315234,4287.747267021997,104,40,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,-0.0002142010458600005,-0.008168716976856468,0
2025-08-16 00:00:00+00:00,0.024400442311978094,0.0260079151649076,0.025800882131217336,0,1.0746483974417447,1.072507034313143,0.9980073825693137,-0.002141363128601581,-0.0019926174306863576,-3384409.2224471658,6260967.063824865,2876557.841377699,-2515.311014631523,3126.2979866266787,610.9869719951553,59,59,42.367580359159454,3083.9304062675187,34,25,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.00010817896755530021,0.004159463258372426,1
2025-08-17 00:00:00+00:00,0.025097205280175804,0.0261160941324629,0.025717424887139666,0,1.0747258714138375,1.0723650909270377,0.9978033649793002,-0.002360780486799774,-0.0021966350206998266,-3384619.4003618862,6261210.341387532,2876590.9410256455,-210.17791472029435,243.27756266688036,33.099647946586,56,65,144.76147665963012,98.51608600725028,45,20,68503,8335190034.925445,137006,132.07163271983623,40165,-3.370543232449598,315975,0.4632689832689833,0.7791505791505792,0.7474903474903475,0.6131274131274131,0.661003861003861,0.6162162162162163,0.4023166023166023,0.0,0.5939134072497437,0.7976550869598067,0.7810683407715068,0.7547952507007812,0.6977900814864954,0.6021158736390892,0.0,0.836474519278147,0.8947842814226492,0.8778518469480018,0.8090264422180866,0.8213940072582195,0.8205567364767928,0.0,0.00048730537881380015,0.018659198283715345,1
2025-08-18 00:00:00+00:00,0.027918064925735352,0.0266033995112767,0.025768956889360168,0,1.074813395275398,1.072610078599514,0.9979500472495327,-0.002203316675883915,-0.0020499527504673144,-3386141.1551351757,6262111.899304544,2875970.7441693684,-1521.754773289286,901.5579170120408,-620.1968562772452,31,44,62.79291089584001,838.765006116201,23,21,67775,8442042744.847557,135550,131.8279459631,40165,-3.370543232449598,315975,0.5745893719806764,0.8486956521739131,0.7530434782608696,0.6939130434782609,0.6104347826086957,0.5791304347826087,0.5443478260869565,0.0,0.6598253979518821,0.9125621313956686,0.7918062305753746,0.7787620448529534,0.7389583635701347,0.6032251938216179,0.0,0.5358317373986616,0.967669974078764,0.7147802317145927,0.6970409906089715,0.5558874090034621,0.4853273660209565,0.0,-9.058772662840289e-05,-0.0034051184545044475,0
2025-08-19 00:00:00+00:00,0.024121224528083754,0.0265128117846483,0.025695419774743166,0,1.0748642110570823,1.072481391971448,0.997783144083576,-0.0023828190856343134,-0.002216855916424005,-3386684.437949662,6265270.029347478,2878585.591397817,-543.2828144866407,3158.1300429350963,2614.8472284484556,39,38,60.14981019165781,3097.9802327434386,20,18,67775,8442042744.847557,135550,131.8279459631,40165,-3.370543232449598,315975,0.5745893719806764,0.8486956521739131,0.7530434782608696,0.6939130434782609,0.6104347826086957,0.5791304347826087,0.5443478260869565,0.0,0.6598253979518821,0.9125621313956686,0.7918062305753746,0.7787620448529534,0.7389583635701347,0.6032251938216179,0.0,0.5358317373986616,0.967669974078764,0.7147802317145927,0.6970409906089715,0.5558874090034621,0.4853273660209565,0.0,-0.000545279891472298,-0.020566656449016514,0
