timestamp,daily_apr,avg_7day_apr,avg_30day_apr,all_time_apr,oracle_rate,dex_rate,nav_ratio,premium_or_discount,premium_or_discount_perc,cum_withdraw,cum_deposit,cum_netflow,withdraw,deposit,daily_netflow,withdrawers,depositors,first_time_deposits,repeat_deposits,first_time_depositors,repeat_depositors,addresses,token_balance_usd,active_address,balance_tracked,num_month,month_change,total_unique_holders,holder_weighted_retention_rate,holder_month_1_retention,holder_month_2_retention,holder_month_3_retention,holder_month_4_retention,holder_month_5_retention,holder_month_6_retention,holder_month_12_retention,deposit_weighted_retention_rate,deposit_week_1_retention,deposit_week_2_retention,deposit_week_3_retention,deposit_week_4_retention,deposit_week_8_retention,deposit_week_12_retention,liquid_weighted_retention_rate,liquid_week_1_retention,liquid_week_2_retention,liquid_week_3_retention,liquid_week_4_retention,liquid_week_8_retention,liquid_week_12_retention
2024-01-01 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3081.1273119013003,36615.81126851614,33534.683956614834,-164.11636801441796,568.2517860088203,404.1354179944024,30,268,381.8693449670701,186.38244104175027,206,62,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-02 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3196.7324841922873,37219.357765107794,34022.625280915505,-115.60517229098689,603.5464965916551,487.9413243006682,24,321,529.428206311838,74.11829027981709,273,48,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-03 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3230.658592380754,38092.04858219709,34861.38998981633,-33.92610818846619,872.6908170892933,838.7647089008271,20,333,523.8627171362972,348.8280999529962,279,54,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-04 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3387.4463586120773,38948.37155143192,35560.92519281984,-156.78776623132418,856.3229692348353,699.5352030035111,22,560,650.4104514221343,205.9125178127011,479,81,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-05 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3496.9769507514034,44730.96883782461,41233.99188707321,-109.53059213932596,5782.597286392686,5673.066694253361,20,918,1177.424789440844,4605.172496951839,808,110,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-06 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3851.041652186842,45850.988286471365,41999.946634284526,-354.0647014354388,1120.0194486467617,765.9547472113227,33,813,967.8245668595052,152.1948817872567,693,120,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-07 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-3893.6593784766583,46503.77240069578,42610.11302221912,-42.61772628981649,652.7841142244138,610.1663879345973,23,539,481.068701326086,171.71541289832783,456,83,10679,82583743.01338194,21358,168.0716915708444,40165,-3.370543232449598,315975,0.9007204916295826,0.970345162858532,0.966456003889159,0.9606222654350997,0.9518716577540108,0.9450656295576082,0.9333981526494896,0.8230432668935342,0.7998464206946713,0.9383218821073276,0.8884951497962461,0.9045241208548476,0.8800052075862121,0.8049013721523924,0.7044763386374633,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-08 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-4008.1980870909306,47163.68161940973,43155.483532318794,-114.53870861427224,659.9092187139454,545.3705100996731,25,599,542.504223533187,117.40499518075792,491,108,13741,100836947.63625292,27482,167.9045173020005,40165,-3.370543232449598,315975,0.8976376730614019,0.9830508474576272,0.9670702179176756,0.9571428571428572,0.948910411622276,0.9479418886198548,0.9389830508474576,0.8319612590799031,0.727484325470825,0.947134610390614,0.8448575683258005,0.8310253108610727,0.8312266977953305,0.750988465151737,0.6078989118739814,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-09 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-4124.169576594211,48816.707100649655,44692.53752405544,-115.97148950328048,1653.025481239926,1537.0539917366457,19,812,887.0457323187709,765.9797489211537,690,122,13741,100836947.63625292,27482,167.9045173020005,40165,-3.370543232449598,315975,0.8976376730614019,0.9830508474576272,0.9670702179176756,0.9571428571428572,0.948910411622276,0.9479418886198548,0.9389830508474576,0.8319612590799031,0.727484325470825,0.947134610390614,0.8448575683258005,0.8310253108610727,0.8312266977953305,0.750988465151737,0.6078989118739814,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-10 00:00:00+00:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,-4235.524379300252,50536.523430641515,46300.99905134126,-111.35480270604074,1719.816329991861,1608.4615272858202,16,789,1013.3954936354882,706.4208363563725,641,148,13741,100836947.63625292,27482,167.9045173020005,40165,-3.370543232449598,315975,0.8976376730614019,0.9830508474576272,0.9670702179176756,0.9571428571428572,0.948910411622276,0.9479418886198548,0.9389830508474576,0.8319612590799031,0.727484325470825,0.947134610390614,0.8448575683258005,0.8310253108610727,0.8312266977953305,0.750988465151737,0.6078989118739814,1.0,1.0,1.0,1.0,1.0,1.0,1.0
